zoekopdracht;datum;url;sentiment;type;discussielengte;views;auteur;volgers;invloed;GPS breedtegraad;GPS lengtegraad;bericht tekst;type bron;titel;aantal woorden
dividendbelasting;43365,26667;https://twitter.com/rolpos/status/1043355243738750976;;post;;200;rolpos;200;1.8;;;#d66 wat is er aan de hand. Alle democratische waarden zijn jullie kwijt. Eerst het referendum [afschaffen] en nu de afschaffing van de [dividendbelasting] steunen. Bijna 90 % van de  nederlanders wil dat niet!  De titel volksvertegenwoordiger zijn jullie;twitter;;41
dividendbelasting;43363,8125;https://twitter.com/hendrikotten3/status/1042828412908392448;-;post;200;1175;hendrikotten3;1175;21.9;;;Kabinet Rutte/De Jonge weigert zich hard te maken voor MKB en ZZP die de hardste klappen opvingen tijdens crisis. Kabinet legt rekening van € 2,5 miljard voor [afschaffen] [#dividendbelasting] neer bij #MKB. Onacceptabel! Reken af op 20 maart 2019! http;twitter;;41
dividendbelasting;43363,55764;https://twitter.com/arentvn/status/1042736107023163392;;post;;423;arentvn;423;2.5;;;"Dit is de (op zichzelf begrijpelijke) strategie van D66. Iedere groep wordt op evenwichtige manier ""bediend"". De regering als scheidsrechter. Wil je meer, dan ben je ""egoïstisch"". Maar er wordt voorbijgegaan aan de wortel van frustratie: het [afschaffen]";twitter;;41
dividendbelasting;43362,60625;https://twitter.com/KurtvanKasteren/status/1042391233920987136;-;post;2;95;KurtvanKasteren;95;9.7;;;#algemenebeschouwingen @2eKamertweets @JGGZ om alle 600.000 kinderen die een GGZ behandeling nodig hebben die ook te bieden is even duur als de [#dividendbelasting] [afschaffen]. Dat is nog eens investeren in de toekomst van onze kinderen. advies Raad van;twitter;;41
dividendbelasting;43361,75903;https://twitter.com/BrotherPigs/status/1042084092983042048;;post;;1059;BrotherPigs;1059;13.3;;;"Rutje kutje ... leg uit 🤔  1. Hoe het [afschaffen] van de [dividendbelasting] ons helpt als NL ? 2. UK aandeelhouders willen;  a. géén hoofdkantoor in NL &  b. géén afschaffing van de [dividendbelasting] !  Nu jij weer... #Leg_uit !! https://t.co/i";twitter;;41
dividendbelasting;43378,61597;https://twitter.com/Stolk007/status/1048193012239687682;;post;;44;Stolk007;44;1.5;;;Tuurlijk, snap zo wie zo niet waarom NL zich zou laten gijzelen door dit soort bedrijven. In ieder geval weer een reden om [afschaffen] [#dividendbelasting] niet door te laten gaan. Unilever-baas geeft discussie over [dividendbelasting] de schuld https://;twitter;;40
dividendbelasting;43378,57639;https://twitter.com/Villa_Scorpio/status/1048178680810418176;;post;;491;Villa_Scorpio;491;8.2;;;Ik stel voor dat kabinet zegt: 'We hebben ons vergist in draagvlak bij burgers en positief effect van [afschaffen] van [dividendbelasting]. Dat blijkt nu ook door besluit van Unilever. We trekken daarom het voorstel in!' [#dividendbelasting] @cdavandaag @;twitter;;40
dividendbelasting;43378,42292;https://twitter.com/TheFriar1966/status/1048122986094583808;-;post;;76;TheFriar1966;76;1.2;;;#Unilever verhuist niet naar Nederland. Daar sta je nu hé meneertje Rutte, met je bek vol tanden en je edele delen in de bankschroef.  Kan dan nu eindelijk dat idiote plan van het [afschaffen] van de [#dividendbelasting] de vuilbak in?;twitter;;40
dividendbelasting;43378,38472;https://twitter.com/antoinek/status/1048109081779752960;;post;;317;antoinek;317;1.9;;;Zo Rutte, en wat nu met je glimlach en zak geld voor bedrijven? Gelijk die [dividendbelasting] niet [afschaffen] en het geld geven aan waar het nodig is: zorg, onderwijs, wetenschap! 'Unilever blaast verhuizing naar Rotterdam af onder druk aandeelhouders';twitter;;40
dividendbelasting;43378,37361;https://twitter.com/EhrErwin/status/1048105210978160640;;post;2;134;EhrErwin;134;1.6;;;Is er nog IEMAND in dit land die met droge ogen durft te beweren dat we 2,5 miljard euro per jaar moeten mislopen met het [afschaffen] van de [#Dividendbelasting]? Anyone? Misschien zo'n @VVD-er die hersenloos op deze partij blijft stemmen?;twitter;;40
dividendbelasting;43374,54653;https://twitter.com/Limburgensis/status/1046718196844236801;+;post;;289;Limburgensis;289;1.5;;;Wie nog dacht dat de VVD het goed voor heeft met dit land, zou toch inmiddels wel eens een keer wakker moeten zijn geworden. We willen toch niet in de mal van een miniatuur versie van de VS worden geperst?;twitter;;40
dividendbelasting;43371,87569;https://twitter.com/WvRtweet/status/1045750243302789120;-;post;;98;WvRtweet;98;0.8;;;Voor mijn moeder bijvoorbeeld!  In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! h;twitter;;40
dividendbelasting;43362,76944;https://twitter.com/MarijkevandeHel/status/1042450383677861888;-;post;3;90;MarijkevandeHel;90;5.2;;;Vreemd dat #D66 en #CDA het @MarijnissenL aanwrijven wat er niet in het SP verkiezingsprogramma staat. In hun programmas (noch in die van VVD en CU) staat toch iets over [afschaffen] [#dividendbelasting]? Dat is iets met #potten en #ketels.  #apb2018;twitter;;40
dividendbelasting;43362,63958;https://twitter.com/SterreIsSterre/status/1042403377999691778;;post;2;78;SterreIsSterre;78;3.1;;;@gertjansegers Ik begin steeds minder te begrijpen waarom @christenunie nog in kabinet zit met @VVD , @dijkhoff die via VVD website kerken aanvalt, nu zwaardere straffen in bepaalde wijken, [dividendbelasting] [afschaffen]. Ik kan nog niets positiefs ontd;twitter;;40
dividendbelasting;43362,55069;https://twitter.com/rutgerlemm/status/1042371058341498881;;post;;55;rutgerlemm;55;2;;;"Idee voor een cartoon: twee mensen staan op een Nederlands strand, waar enorme kantoorgebouwen overdwars op de vloedlijn liggen. Onderschrift: ""Toch maar goed dat die [dividendbelasting] werd afgeschaft. Anders hadden we nooit die stijgende zeespiegel in ";twitter;;40
dividendbelasting;43362,38889;https://twitter.com/ISpyBosch/status/1042312509095596032;;post;;22;ISpyBosch;22;0.8;;;"Op WNL zondag aflevering. Een argument van meneer de Boer; Onze pensioenfondsen zijn internationaal beheerd en geïnversteerd dus het [afschaffen] van de [dividendbelasting] stelt betalingen vanuit deze landen weer veilig. Kunnen we hieruit concluderen da";twitter;;40
dividendbelasting;43378,75694;https://twitter.com/1970_Guido/status/1048243935754088448;+;post;;211;1970_Guido;211;1.3;;;Ik beloof dat [afschaffen] [dividendbelasting] goed is voor de Nederlandse economie, want dan komen grote multinationals naar Nederland. Niemand die het wilde en geloofde! Het bewijs is daar! Unilever blijft lekker in Londen. Er waren minsters die moesten;twitter;;39
dividendbelasting;43378,69653;https://twitter.com/JDebreczeny/status/1048222057207648256;;post;;290;JDebreczeny;290;0.8;;;Toch best merkwaardig dat @markrutte  in de eerste zin van z’n praatje nú wel op z’n minst de suggestie wekt, dat de heroverweging van het [afschaffen] van de [#dividendbelasting] veroorzaakt is door het zich niet vestigen van #Unilever #eerlijkheidd;twitter;;39
dividendbelasting;43378,68472;https://twitter.com/hermanbenschop/status/1048217878854549505;;post;8;2120;hermanbenschop;2120;9.7;;;Waarom zo opgetogen? Niet [afschaffen] [dividendbelasting] is enkel 2 miljard extra per jaar voor Toyota's voor Al-Nusra, Rihanna's pet projects en Pallie terroristen. Of dachten jullie soms dat dat geld nu naar de zorg of het onderwijs ging? #muhahaha;twitter;;39
dividendbelasting;43378,64722;https://twitter.com/HendrikSteetzel/status/1048204241007988737;-;post;;66;HendrikSteetzel;66;0.7;;;[#dividendbelasting] Markieboy zegt zojuist in de persco, dat [afschaffen] van de [dividendbelasting] ook bedoeld was voor het MKB. Huhh! Hoe verhoudt zich dat dan tot verhoging van het tarief voor box2? Box 2 IS nou juist [dividendbelasting]. #oplichter ;twitter;;39
dividendbelasting;43378,425;https://twitter.com/LeoLokaal/status/1048123722677280768;;post;2;984;LeoLokaal;984;3.2;;;#RutteDrie gaat de [#dividendbelasting] niet [afschaffen] ook niet nu het laatste voorvargument van tafel is. Politici als @MinPres #VVD maar ook @APechtold #D66 hebben schijt aan de bevolking. #CDA en #CU schikken zich in de rol van slippendragers. #Nede;twitter;;39
dividendbelasting;43378,42361;https://twitter.com/Dutchrich1Hart/status/1048123136288415745;;post;;58;Dutchrich1Hart;58;3.2;;;Hey Mark @MinPres fijne EU hoer van me ik had je toch al gewaarschuwd de eer aan jezelf te [houden]? Doe het dan nu alsnog en TREED AF Je bewijst Nederland en jezelf en grote dienst #stemzeweg [#dividendbelasting] #landverraders;twitter;;39
dividendbelasting;43378,41875;https://twitter.com/laatshans/status/1048121519145189377;;post;;1;laatshans;1;0.7;;;Verhuizing Unilever naar Rotterdam voorlopig van de baan https://t.co/QKzNTAycfR. Het [afschaffen] van de [dividendbelasting] is een prestige zaak van Rutte. De rijke Engelse aandeel houders hebben allang besloten dat Unilever niet naar Rotterdam gaat. Ru;twitter;;39
dividendbelasting;43378,37917;https://twitter.com/EwoutBroekje/status/1048107052818731011;+;post;3;124;EwoutBroekje;124;2.5;;;Dit is een goed argument om de [#dividendbelasting] in stand te [houden].  2 mld die beter besteed kan worden.  @gertjansegers trek je steun in. @thierrybaudet, @groenlinks, @LodewijkA, @keesvdstaaij, @geertwilderspvv, @MarijnissenL leg het vuur aan de sc;twitter;;39
dividendbelasting;43378,37569;https://twitter.com/koekebakker/status/1048105784402481153;;post;;1088;koekebakker;1088;8.3;;;Niet alleen grond daalt nog harder dan we dachten (in Nederland), ook de belasting moet meer dalen, als we op het niveau van Britten willen blijven,  [dividendbelasting] [afschaffen] is onvoldoende.  https://t.co/yKO2XcFwda via @nrc Oh, en de zeespiegel s;twitter;;39
dividendbelasting;43377,35417;https://twitter.com/MaxvanGeuns/status/1047735765046894592;;post;;784;MaxvanGeuns;784;2.3;;;Niet alleen studenten en de publieke sector, maar zelfs het midden- en kleinbedrijf voelt zich de melkkoe van Rutte III. @BiesheuvelHans: “Ondernemers hebben het gevoel dat ze de rekening moeten betalen voor het [afschaffen] van de [dividendbelasting].�;twitter;;39
dividendbelasting;43376,95833;https://twitter.com/VillamizarITPro/status/1047592135082631175;;post;;358;VillamizarITPro;358;0.8;;;"This tweet, ""Cryptopixels LoranKloeze Ach, was er eens een innovatief idee, wordt dat doodgemaakt. Niks [afschaffen] [dividendbelasting]! Of denk je dat de VVD eigenlijk tegen de #blockchain of tegen winst maken is?"" hasn't been tweeted more than 0 times.";twitter;;39
dividendbelasting;43364,52917;https://twitter.com/jannaf1963/status/1043087945920667648;-;post;;19;jannaf1963;19;4.1;;;"Ja. Het is duidelijk wiens belang onze premier behartigt; zijn eigen belang. Als in: 'mijn toekomst ná een Kabinetsperiode'. Zou hij vroeger ook al zo'n irritant pedant mannetje zijn geweest, die het áltijd beter wist, tegen beter weten in?🤔";twitter;;39
dividendbelasting;43364,42153;https://twitter.com/PiratenpartijNL/status/1043048957738250243;;post;3;375;PiratenpartijNL;375;1;;;Blog: Kabinet manipuleert economie tegen de burger met het [afschaffen] van de [dividendbelasting]: “De vennootschapsbelasting wordt lager en de [dividendbelasting] wordt afgeschaft“, zei de koning in de troonrede. Het ‘groot verhaal’ van Rutte II;twitter;;39
dividendbelasting;43362,69306;https://twitter.com/bbbraa/status/1042422696217337856;;post;4;209;bbbraa;209;2.8;;;@sybrandbuma Die bedrijven hebben zelf angegeven niet weg te gaan uit Nedreland ook als we de [#dividendbelasting] niet [afschaffen]. U ziet dus een risico wat er niet is. U geeft egwoon geld weg aan commerciale bedrijven. #cda #vvd stokpaardje;twitter;;39
dividendbelasting;43378,70694;https://twitter.com/IndraRomgens/status/1048225799390863362;;post;;548;IndraRomgens;548;0.7;;;Kabinet gaat waarschijnlijk [dividendbelasting] toch niet [afschaffen]. De vraag nu: waar gaan die 2 miljard dan heen? Heroverwegen van 'het hele bedrijfsleven-pakket' lijkt erop te duiden dat er alleen binnen dat pakket geschoven wordt. (verdere verlagin;twitter;;38
dividendbelasting;43378,65694;https://twitter.com/umarebru/status/1048207765968236544;;post;14;38077;umarebru;38077;299.5;;;Ik mag lijen dat het [afschaffen] van de [dividendbelasting] blijft. Er is geen duidelijker bevestiging van dat Rutte en andere ministers aan de leiband van het bedrijfsleven lopen als de afschaffing nu wordt teruggetrokken. Nu Unilver “niet komt”.;twitter;;38
dividendbelasting;43378,35069;https://twitter.com/keebrev/status/1048096734294016001;+;post;;709;keebrev;709;1.2;;;De verhuizing van Unilever gaat niet door. Zelf @MinPres kan nu met een gerust hart het [afschaffen] van de [dividendbelasting] terugdraaien. Mooie steun in de rug voor het protest op het #D66 congres op zaterdag 6 oktober. https://t.co/FPIOd7dsCJ;twitter;;38
dividendbelasting;43376,83681;https://twitter.com/JanWeekhout/status/1047548094303354881;;post;;170;JanWeekhout;170;1.5;;;Verhuizing Unilever naar Nederland wankelt, en daarmee de afschaffing [dividendbelasting] https://t.co/pOcoo7ozU0 via @volkskrant  Als op 26 okt in Londen blijkt dat Unilever toch niet naar Ned. komt, valt het belangrijkste motief voor het [afschaffen] va;twitter;;38
dividendbelasting;43375,94792;https://twitter.com/PvdAZwolle/status/1047226121429942272;;post;3;1408;PvdAZwolle;1408;7.5;;;Samen met leden uit het hele land waren we vanavond bij de protestmars in Den Haag! Tegen het [afschaffen] van de [dividendbelasting]. Vóór onze leraren, agenten en medewerkers in de zorg. Zij verdienen zoveel meer! #psinactie #publiekesector https://t.;twitter;;38
dividendbelasting;43371,63681;https://twitter.com/dsHoltslag/status/1045663834361475073;;post;;1724;dsHoltslag;1724;10.4;;;Er is een petitie tegen de afschaffing van de [#dividendbelasting]. Er zijn petities om uitgeprocedeerde kinderen in Nederland te [houden] en het #kinderpardon te verruimen. Het lijkt er op dat het #referendum op een andere manier voortgezet wordt.;twitter;;38
dividendbelasting;43364,38472;https://twitter.com/NLandweer/status/1043035756313231362;;post;;18;NLandweer;18;1.5;;;@MinPres en weer worden arbeidsongeschikten gepakt. Eerst via algemene heffingskorting en nu weer. Arbeidsongeschiktheid is geen keuze! En wel [dividendbelasting] [afschaffen] ten koste van kwetsbare mensen. Sorry, maar misschien wordt het tijd dat je ook;twitter;;38
dividendbelasting;43362,59653;https://twitter.com/matthijsvalent/status/1042387655210745858;;post;3;255;matthijsvalent;255;3.8;;;Nog meer [#dividendbelasting]: [afschaffen] kost al €400 mln voordat de maatregel ingaat omdat bedrijven een deel van hun dividend zullen vasthouden. Het opgespaarde dividend kunnen ze dan in 2020, als de belasting erop is afgeschaft, belastingvrij uitk;twitter;;38
dividendbelasting;43362,35903;https://twitter.com/bertvuijsje/status/1042301624641904641;;post;;918;bertvuijsje;918;15.4;;;Zoals ik al zei, thrillerschrijver Tomas Ross zou de verklaring van dit mysterie wel weten: de premier zit in de ijzeren greep van Shell en Unilever, die hem chanteren met feiten en video's over zijn persoonlijk leven. @MinPres;twitter;;38
dividendbelasting;43361,88125;https://twitter.com/DufasNL/status/1042128569978290176;;post;3;345;DufasNL;345;2.6;;;‘Vereniging voor asset managers Dufas blijft echter hoop [houden] dat er tijd en ruimte blijft om na te denken over een oplossing 'om de onbedoelde negatieve impact (€ 130 miljoen per jaar) voor Nederlandse #beleggers in #beleggingsfondsen te voorko;twitter;;38
dividendbelasting;43361,73125;https://twitter.com/PhilipDeWW/status/1042074027223916546;;post;3;1529;PhilipDeWW;1529;3.9;;;"Nieuwe spin staatssecretaris @Menno_Snel over [#dividendbelasting], zojuist tegen de pers: ,,We gaan die niet [afschaffen], we gaan hem vernieuwen.""   Tarief was 15%, en wordt 22,5%. Strikt genomen heeft hij nog gelijk ook, maar dan voor dividenduitkering";twitter;;38
dividendbelasting;43361,68681;https://twitter.com/janr_walking/status/1042058001904017408;;post;;12;janr_walking;12;1.3;;;Raad van State: onderbouw [afschaffen] [dividendbelasting] beter  - https://t.co/YDFUKiiwNa  Nu nog leren te luisteren #Rutte. U bent in #dienst van de #Nederlandse #bevolking. De #meerderheid wil géén afschaffing van [#dividendbelasting]. Dat kost  #ge;twitter;;38
dividendbelasting;43378,6875;https://twitter.com/IstvanLahpor/status/1048218874926309376;+;post;;90;IstvanLahpor;90;0.6;;;Heroverweging van [afschaffen] [#dividendbelasting] nu @Unilever laat zien niet in #Nederland te willen zijn 😂. Stoppen met die afschaffing en hopen dat @Shell snel opnokt #opgeruimdstaatnetjes. Graag @markrutte meenemen in kielzog, heeft vast zo baant;twitter;;37
dividendbelasting;43378,65556;https://twitter.com/ARiemsdijk/status/1048207298215198721;;post;2;518;ARiemsdijk;518;1.7;;;Polman: we willen naar NL, maar de Britse aandeelhouders gaan mekkeren. Rutte: als we de [dividendbelasting] [afschaffen], zou dat ze over de streep trekken? Polman: Het zou zeker helpen. Rutte: ik doe het. Polman: top. Komt goed.;twitter;;37
dividendbelasting;43378,50347;https://twitter.com/NieuwsNu123/status/1048152209165361153;;post;;185;NieuwsNu123;185;1.5;;;Unilever-topman: verhuizing afgeblazen door ophef [dividendbelasting].   https://t.co/oU6DvgTOf3   Dat de verhuizing van Unilever naar Nederland niet doorgaat, is voor een deel de schuld van het verzet tegen het [afschaffen] van de [dividendbelasting] hie;twitter;;37
dividendbelasting;43378,4625;https://twitter.com/iSocialNetw0rk/status/1048137318308175872;+;post;;105;iSocialNetw0rk;105;1.1;;;[Afschaffen]. Alsnog. Ja alsnog. Allemaal een klein extraatje. Mag wel na al die jaren crisis. NL vaart al eeuwen goed. Van [#dividendbelasting] zal het echt niet afhangen #vvd #christenunie #d66 #cda #nieuwsuur #pauw #dwdd #rtllatenightmettwanhuys #eenva;twitter;;37
dividendbelasting;43378,42153;https://twitter.com/GHoogers/status/1048122480588677121;;post;4;454;GHoogers;454;7.3;;;Iedereen pakt Rutte aan op #Unilever dossier. Maar vergeet vooral niet dat #d66 #cda en #CU ook volledig achter [afschaffen] [#dividendbelasting] staan. Bij alle drie de leiders is ondekt dat ze geeen ruggengraat hebben en burgers minachten;twitter;;37
dividendbelasting;43378,36806;https://twitter.com/MarcelSmitJuvox/status/1048103031064219648;-;post;;53;MarcelSmitJuvox;53;2.4;;;Gelukkig kan onze vakbond direct of indirect niet medeverantwoordelijk worden gehouden voor de nu mogelijke ontslagronde van overwegend 'gewoon personeel' - er werken natuurlijk niet alleen maar 'miljonairs' bij Unilever! - in Nederland. Jammer voor onze ;twitter;;37
dividendbelasting;43377,59583;https://twitter.com/onl/status/1047823358887387136;;post;4;15428;onl;15428;9.3;;;"""Ondernemers hebben het gevoel dat ze de rekening betalen voor het [afschaffen] van de [dividendbelasting]"" door maatregelen als de dga-taks. De afschaffing levert het gehele bedrijfsleven geen klinkende munt op. @BiesheuvelHans in het @FD_Nieuws Lees mee";twitter;;37
dividendbelasting;43371,56944;https://twitter.com/Fokkem_Doodle/status/1045639351038808065;;post;;213;Fokkem_Doodle;213;3.2;;;Misschien kan @minpres Mark Pinokkio Rutte een #dividendtoeslag van € 1 miljard introduceren om 30 extra banen te scheppen als het [afschaffen] van de [#dividendbelasting] alleen niet genoeg is.  'Opstand aandeelhouders dreigt bij Unilever' https://t.co;twitter;;37
dividendbelasting;43365,71944;https://twitter.com/Camperpunt/status/1043519392091451393;+;post;4;1716;Camperpunt;1716;0.9;;;WAKKER WORDEN!! 65% van buitenlandse #campertoeristen (1.300.000)geeft de voorkeur aan #camperplaatsen. Die blijven grotendeels weg . Ze zijn goed in staat om de gemiste inkomsten door het [afschaffen] van de [#dividendbelasting] goed te maken. @NKCtweet ;twitter;;37
dividendbelasting;43365,51181;https://twitter.com/AnneOostra/status/1043444101671280640;-;post;;135;AnneOostra;135;1.3;;;Doet #Rutte eigenlijk wel ooit een belofte gestand? Hij beloofde een uitgestoken hand naar de coalitie, nou mooi niet. Waarom zou hij de belofte om de [#dividendbelasting] af te schaffen dan wel [houden]? Hoeft niet hoor, #Mark;twitter;;37
dividendbelasting;43364,83472;https://twitter.com/OisdatzoRick/status/1043198718370095104;;post;;26;OisdatzoRick;26;1.3;;;Rutte is gewoon zijn pensioen aan het klaar maken. [Dividendbelasting] [afschaffen] voor zijn vriendjes. Dictators drammen ook door. Zo'n lulkoekverhaal gelooft mijn dochter van 4 niet eens. Rutte 1 van de gladde alen in de emmer snot.;twitter;;37
dividendbelasting;43364,82986;https://twitter.com/Marcelvisser10/status/1043197086995501057;;post;;174;Marcelvisser10;174;2;;;De @MinPres van die “fijne”  @VVD geeft geen krimp. Het zal hem echt een hele dikke worst zijn wat Nederland ervan vind! Zelfs de rest van de #regering moet zijn kop [houden]! [#dividendbelasting] Tijd voor verandering. @groenlinks;twitter;;37
dividendbelasting;43364,42153;https://twitter.com/DucoDouwstra/status/1043049127209304064;+;post;;499;DucoDouwstra;499;3.4;;;De dividend belasting is nog niet afgeschaft, maar ook 80% van de bevolking is tegen het [afschaffen], van de 200 miljoen per maand kostende dividend afschaffing. Leven wij soms in een, tot nu toe vriendelijk aandoende dictatuur??;twitter;;37
dividendbelasting;43364,02986;https://twitter.com/phfdehaan/status/1042907063964315648;+;post;;232;phfdehaan;232;2.8;;;En dan stemmen ze kennelijk nog steeds VVD... vooral doorgaan, vooral doorgaan. Kennelijk zit de VVD er allang niet meer voor de ondernemers - alleen nog voor het grootkapitaal en de mooie baantjes. Tel uit je winst.;twitter;;37
dividendbelasting;43362,96389;https://twitter.com/henkabma/status/1042520835976835072;+;post;;247;henkabma;247;3.1;;;Volgens het #nos journaal van 23:00 zijn nu ook de overige coalitiepartijen overtuigd van het nut van het [afschaffen] van de [dividendbelasting]. Nu alleen nog buiten de coalitiebubble mensen vinden die het ook een goed idee vinden.;twitter;;37
dividendbelasting;43362,69444;https://twitter.com/jeroenvanurk/status/1042423181762600961;;post;;600;jeroenvanurk;600;1.5;;;#Algemenebeschouwingen: je kunt vrezen dat multinationals uit Nederland vertrekken. Nu ja, hun kantoren. Omdat hun aandeelhouders van verre hier [#dividendbelasting] betalen. Die je daarom wilt [afschaffen]. Stel dat het waar is. Streef dan naar een Europ;twitter;;37
dividendbelasting;43362,39792;https://twitter.com/ddisappointed/status/1042315626449199104;-;post;;5848;ddisappointed;5848;1.7;;;En again een fuck you naar de vvd voor het [afschaffen] van de [dividendbelasting]. Geld wat daarmee verloren gaat en terug naar het volk had gekund zodat er daadwerkelijk iets aan kunnen hebben, we zullen jullie missen;twitter;;37
dividendbelasting;43361,82569;https://twitter.com/Nederlandopkop/status/1042108335896645632;;post;2;482;Nederlandopkop;482;6.3;;;Rutte is meer premier van de mutinationals dan van 'het volk' met het [afschaffen] van de [dividendbelasting], lijkt hij zijn toekomstige baantjes veilig te stellen. over de rug van... ja van wie eigenlijk?  nou, u en ik.;twitter;;37
dividendbelasting;43361,78333;https://twitter.com/haarlem/status/1042092917139988480;;post;;11835;haarlem;11835;3.7;;;Lokale politici: ’[Dividendbelasting] geen kabinetscrisis waard’ Gisteren, 22:16 Lokale afdelingen van D66, CDA en de ChristenUnie zijn tegen het [afschaffen] van de [dividendbelasting]. Alleen de VVD is ronduit voor. Maar het onderwerp is geen kabine;twitter;;37
dividendbelasting;43378,82639;https://twitter.com/RobertdeLangen1/status/1048269105286066177;;post;;59;RobertdeLangen1;59;5.1;;;Dus het [afschaffen] van de [dividendbelasting] en daarmee onze hele miljoenennota is gebaseerd op het wel/niet komen van slechts ÉÉN multinational? Laten we de dividend belasting maar behouden en afscheid nemen van ‘onze’ regering. #metdedagverdrie;twitter;;36
dividendbelasting;43378,80139;https://twitter.com/franssuper/status/1048260033354641408;-;post;;1393;franssuper;1393;7.1;;;Aan Paul Polman: De afschaffing divtaks is een groot probleem voor de burger. De discussie in NL en de gwijzigde houding van Birtse plc-aandeelhouders is NIET ons probleem. Dus waarom zulke kinderachtige krokodillentranen in de Telegraaf?;twitter;;36
dividendbelasting;43378,63264;https://twitter.com/OpiniePaultje/status/1048199039865573378;;post;;205;OpiniePaultje;205;2;;;Dat is alles? #Rutte gaat tijdens een ingelaste persconferentie maar heel summier in op het besluit van #Unilever om het hoofdkantoor in Londen te [houden]. Besluit voor [afschaffen] van de [#dividendbelasting] wordt heroverwogen. Wat zegt dat?;twitter;;36
dividendbelasting;43378,62639;https://twitter.com/WiertW/status/1048196647963041792;;post;2;154;WiertW;154;0.7;;;Wiebes: verder praten over klimaatakkoord, geen verplichte woningisolatie https://t.co/Ajc8LTTjRy via @NOS  Maar..., polderen is alleen toepasselijk als de zeebodem en niet de zeespiegel stijgt. Kabinet aan de slag SVP: [#dividendbelasting] niet [afschaff;twitter;;36
dividendbelasting;43378,58611;https://twitter.com/eLPee1982/status/1048182068738441217;;post;2;97;eLPee1982;97;0.5;;;Wij zouden toch mogen verwachten dat het [afschaffen] van de [#dividendbelasting] nu niet doorgaat. Kan de invoering van extra btw op voedingsmiddelen per 1 januari ook worden afschaft. Gezond eten moet voor iedereen bereikbaar zijn. #rutte;twitter;;36
dividendbelasting;43378,37639;https://twitter.com/Briiikkk/status/1048106102863384576;-;post;;636;Briiikkk;636;2.1;;;Als het niet zo ernstig was zou het lachwekkend zijn #faal ‘De regering wil de [dividendbelasting] [afschaffen] om hoofdkantoren van grote bedrijven als Unilever in Nederland te vestigen. Unilever ziet af van verhuizing naar Rotterdam’ https://t.co/Qs;twitter;;36
dividendbelasting;43378,36389;https://twitter.com/Wimzegt/status/1048101572507516929;;post;;2355;Wimzegt;2355;12.5;;;De dag dat je als ⁦@MinPres⁩ (en ⁦@VVD⁩ ) door je voormalige werkgever volledig ‘te kakken’ wordt gezet met je verhaal over [afschaffen] [#dividendbelasting]: Unilever ziet af van verhuizing hoofdkantoor naar Rotterdam na druk aandeelhouders h;twitter;;36
dividendbelasting;43375,35903;https://twitter.com/liesjedijkje/status/1047012791620722689;-;post;;121;liesjedijkje;121;0.6;;;In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! https://t.co/NEWd7eFqQV;twitter;;36
dividendbelasting;43371,90208;https://twitter.com/herbertkuiling/status/1045759978747899905;-;post;5;1444;herbertkuiling;1444;12.6;;;In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! https://t.co/jWKXMgf3ty;twitter;;36
dividendbelasting;43371,84236;https://twitter.com/LE01949/status/1045738229176127490;-;post;;36;LE01949;36;2.9;;;In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! https://t.co/zT0obxq3Y7;twitter;;36
dividendbelasting;43371,71875;https://twitter.com/magicmiepke/status/1045693406134046720;-;post;;134;magicmiepke;134;0.7;;;In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! https://t.co/vI3p6OwbIs;twitter;;36
dividendbelasting;43369,60625;https://twitter.com/laura_lopesdias/status/1044927859385683968;-;post;;175;laura_lopesdias;175;1.3;;;In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! https://t.co/uIEwVpJmJ5;twitter;;36
dividendbelasting;43365,00208;https://twitter.com/RoelinkWim/status/1043259409265303552;;post;6;1696;RoelinkWim;1696;10;;;Wat het kabinet beweegt om aan afschaffing van [dividendbelasting] vast te blijven [houden] is voor zover ik heb kunnen nagaan nog door geen enkele econoom in grote lijnen als valide grondslag voor dat besluit aangemerkt🤨 https://t.co/j82pjOrfsu;twitter;;36
